Frequency (Hz)	Level (dB)
5630.932617	-46.577904
5636.315918	-45.350933
5641.699219	-46.379139
5647.082520	-50.895218
5652.465820	-52.281036
5657.849121	-54.864830
5663.232422	-47.650536
5668.615723	-47.897999
5673.999023	-43.893227
5679.382324	-43.330135
5684.765625	-44.543961
5690.148926	-46.428772
5695.532227	-45.772186
5700.915527	-53.783489
5706.298828	-54.627804
5711.682129	-56.752632
5717.065430	-46.669617
5722.448730	-45.336708
5727.832031	-42.475811
5733.215332	-42.083252
5738.598633	-45.058170
5743.981934	-42.130337
5749.365234	-41.387466
5754.748535	-50.739872
5760.131836	-49.379604
5765.515137	-44.217506
5770.898438	-43.534855
5776.281738	-44.477489
5781.665039	-54.360500
5787.048340	-44.572849
5792.431641	-47.617119
5797.814941	-48.285309
5803.198242	-45.948956
5808.581543	-53.579937
5813.964844	-41.555645
5819.348145	-41.676800
5824.731445	-43.278893
5830.114746	-36.989288
5835.498047	-35.373672
5840.881348	-37.616619
5846.264648	-35.267048
5851.647949	-32.744236
5857.031250	-36.405712
5862.414551	-36.692268
5867.797852	-37.298531
5873.181152	-45.262291
5878.564453	-41.363342
5883.947754	-40.471565
5889.331055	-42.344681
5894.714355	-42.301991
5900.097656	-44.233204
5905.480957	-40.796783
5910.864258	-42.508915
5916.247559	-40.336834
5921.630859	-37.336205
5927.014160	-36.681881
5932.397461	-40.052525
5937.780762	-38.096554
5943.164062	-43.886799
5948.547363	-47.458614
5953.930664	-48.148762
5959.313965	-47.265804
5964.697266	-44.403503
5970.080566	-43.426308
5975.463867	-44.194439
5980.847168	-44.611134
5986.230469	-45.677502
5991.613770	-45.642681
5996.997070	-48.270298
6002.380371	-55.102268
6007.763672	-51.028683
6013.146973	-47.570305
6018.530273	-45.158760
6023.913574	-48.005615
6029.296875	-44.043449
6034.680176	-40.768291
6040.063477	-44.717773
6045.446777	-40.799160
6050.830078	-45.607704
6056.213379	-50.574844
6061.596680	-48.416134
6066.979980	-45.646969
6072.363281	-41.149529
6077.746582	-47.630966
6083.129883	-43.703407
6088.513184	-45.519543
6093.896484	-53.140594
6099.279785	-50.132744
6104.663086	-56.061539
6110.046387	-53.457497
6115.429688	-46.530094
6120.812988	-47.705002
6126.196289	-45.033699
6131.579590	-43.177769
6136.962891	-48.721107
6142.346191	-51.229969
6147.729492	-56.979847
6153.112793	-48.911644
6158.496094	-47.087029
6163.879395	-49.611912
6169.262695	-48.800621
6174.645996	-60.651855
6180.029297	-47.947620
6185.412598	-50.630157
6190.795898	-54.368439
6196.179199	-45.154129
6201.562500	-43.900799
6206.945801	-45.858284
6212.329102	-54.280945
6217.712402	-53.387165
6223.095703	-45.488400
6228.479004	-40.962177
6233.862305	-38.757309
6239.245605	-40.763947
6244.628906	-43.204491
6250.012207	-50.240494
6255.395508	-51.692032
6260.778809	-44.504845
6266.162109	-43.784443
6271.545410	-47.387215
6276.928711	-43.981762
6282.312012	-43.280140
6287.695312	-52.134178
6293.078613	-50.705795
6298.461914	-46.047714
6303.845215	-47.286755
6309.228516	-49.225254
6314.611816	-51.418301
6319.995117	-52.193169
6325.378418	-55.289715
6330.761719	-51.992508
