Frequency (Hz)	Level (dB)
5641.699219	-52.306023
5647.082520	-55.261116
5652.465820	-58.026253
5657.849121	-55.190113
5663.232422	-56.344910
5668.615723	-55.863403
5673.999023	-50.857994
5679.382324	-47.611729
5684.765625	-50.900616
5690.148926	-43.356266
5695.532227	-43.469116
5700.915527	-52.040245
5706.298828	-52.217968
5711.682129	-54.644203
5717.065430	-59.831383
5722.448730	-53.408710
5727.832031	-52.844799
5733.215332	-52.585617
5738.598633	-55.642426
5743.981934	-51.113449
5749.365234	-49.834389
5754.748535	-55.616886
5760.131836	-49.710033
5765.515137	-50.467911
5770.898438	-49.266064
5776.281738	-42.446465
5781.665039	-43.823223
5787.048340	-46.398533
5792.431641	-46.958847
5797.814941	-56.731846
5803.198242	-55.580921
5808.581543	-48.030998
5813.964844	-48.374893
5819.348145	-45.032520
5824.731445	-46.507500
5830.114746	-47.898388
5835.498047	-44.837830
5840.881348	-40.619381
5846.264648	-42.852158
5851.647949	-47.377846
5857.031250	-49.860027
5862.414551	-47.520016
5867.797852	-47.946243
5873.181152	-44.624592
5878.564453	-46.261227
5883.947754	-49.213974
5889.331055	-48.141525
5894.714355	-45.837227
5900.097656	-49.039341
5905.480957	-45.688389
5910.864258	-43.949482
5916.247559	-42.684540
5921.630859	-44.118553
5927.014160	-45.782528
5932.397461	-48.579590
5937.780762	-44.210503
5943.164062	-45.868538
5948.547363	-45.434036
5953.930664	-47.867741
5959.313965	-48.173473
5964.697266	-49.682308
5970.080566	-54.433239
5975.463867	-51.022533
5980.847168	-43.258533
5986.230469	-39.902046
5991.613770	-44.275028
5996.997070	-47.592247
6002.380371	-49.957668
6007.763672	-54.849102
6013.146973	-47.319248
6018.530273	-41.780636
6023.913574	-43.024296
6029.296875	-52.348362
6034.680176	-51.466766
6040.063477	-48.262081
6045.446777	-51.636806
6050.830078	-47.586903
6056.213379	-57.464798
6061.596680	-55.093880
6066.979980	-47.080723
6072.363281	-46.976131
6077.746582	-45.765907
6083.129883	-40.113991
6088.513184	-41.132256
6093.896484	-32.113487
6099.279785	-35.164532
6104.663086	-40.628300
6110.046387	-43.592907
6115.429688	-46.574680
6120.812988	-48.474670
6126.196289	-54.118137
6131.579590	-59.801182
6136.962891	-60.498550
6142.346191	-57.319698
6147.729492	-55.585690
6153.112793	-56.111950
6158.496094	-49.501667
6163.879395	-44.926762
6169.262695	-48.210541
6174.645996	-53.560196
6180.029297	-55.986359
6185.412598	-51.189510
6190.795898	-56.128658
6196.179199	-52.176975
6201.562500	-56.539204
6206.945801	-52.562447
6212.329102	-43.342640
6217.712402	-45.455521
6223.095703	-54.442524
6228.479004	-49.125935
6233.862305	-41.564911
6239.245605	-42.269760
6244.628906	-44.401188
6250.012207	-50.900192
6255.395508	-47.199524
6260.778809	-52.130566
6266.162109	-43.808537
6271.545410	-47.167740
6276.928711	-43.196896
6282.312012	-41.409767
6287.695312	-44.569412
6293.078613	-47.530396
6298.461914	-47.900448
6303.845215	-48.606144
6309.228516	-45.694065
6314.611816	-45.611515
6319.995117	-56.839622
